,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
FRA-Ligue 1,2223,Nice,Nicolas Pépé,CIV,"FW,MF",27,1995,16.6,6,46,17,37.0,2.77,1.02,0.07,0.18,17.6,2,3,3,8.1,5.8,0.13,-2.1,-2.8
FRA-Ligue 1,2223,Nice,Pablo Rosario,DOM,"MF,DF",25,1997,19.6,0,10,2,20.0,0.51,0.1,0.0,0.0,16.3,0,0,0,0.9,0.9,0.09,-0.9,-0.9
FRA-Ligue 1,2223,Nice,Rareş Ilie,ROU,"MF,FW",19,2003,1.6,0,4,0,0.0,2.43,0.0,0.0,,16.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
FRA-Ligue 1,2223,Nice,Reda Belahyane,MAR,MF,18,2004,2.0,0,1,0,0.0,0.49,0.0,0.0,,21.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1
FRA-Ligue 1,2223,Nice,Ross Barkley,ENG,"MF,FW",28,1993,10.7,4,38,17,44.7,3.56,1.59,0.11,0.24,19.7,3,0,0,4.3,4.3,0.11,-0.3,-0.3
FRA-Ligue 1,2223,Nice,Sofiane Diop,FRA,"MF,FW",22,2000,13.6,1,28,9,32.1,2.05,0.66,0.04,0.11,20.0,1,0,0,2.6,2.6,0.09,-1.6,-1.6
FRA-Ligue 1,2223,Nice,Terem Moffi,NGA,FW,23,1999,14.8,6,44,18,40.9,2.98,1.22,0.14,0.33,14.9,0,0,0,8.3,8.3,0.19,-2.3,-2.3
FRA-Ligue 1,2223,Nice,Théo Trinker,FRA,MF,21,2001,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Nice,Youcef Atal,ALG,"DF,MF",26,1996,8.7,1,12,5,41.7,1.39,0.58,0.08,0.2,17.3,0,0,0,1.0,1.0,0.09,0.0,0.0
FRA-Ligue 1,2223,Nice,Youssouf Ndayishimiye,BDI,"MF,DF",23,1998,6.3,1,8,4,50.0,1.27,0.63,0.13,0.25,18.2,0,0,0,0.5,0.5,0.06,0.5,0.5
FRA-Ligue 1,2223,Paris S-G,Achraf Hakimi,MAR,"DF,MF",23,1998,22.8,5,18,9,50.0,0.79,0.39,0.28,0.56,14.9,0,0,0,3.8,3.8,0.21,1.2,1.2
FRA-Ligue 1,2223,Paris S-G,Alexandre Letellier,FRA,GK,31,1990,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Paris S-G,Carlos Soler,ESP,MF,25,1997,13.2,3,10,6,60.0,0.76,0.45,0.3,0.5,15.2,0,0,0,1.6,1.6,0.16,1.4,1.4
FRA-Ligue 1,2223,Paris S-G,Danilo Pereira,POR,"DF,MF",30,1991,26.8,2,22,5,22.7,0.82,0.19,0.09,0.4,12.7,0,0,0,2.3,2.3,0.11,-0.3,-0.3
FRA-Ligue 1,2223,Paris S-G,El Chadaille Bitshiabu,FRA,DF,17,2005,6.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Paris S-G,Fabián Ruiz Peña,ESP,MF,26,1996,21.0,3,26,9,34.6,1.24,0.43,0.12,0.33,18.2,0,0,0,2.8,2.8,0.11,0.2,0.2
FRA-Ligue 1,2223,Paris S-G,Gianluigi Donnarumma,ITA,GK,23,1999,37.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Paris S-G,Hugo Ekitike,FRA,FW,20,2002,12.8,3,34,12,35.3,2.65,0.94,0.09,0.25,14.8,0,0,0,3.7,3.7,0.11,-0.7,-0.7
FRA-Ligue 1,2223,Paris S-G,Ilyes Housni,FRA,FW,17,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Paris S-G,Ismaël Gharbi,TUN,"MF,FW",18,2004,0.6,0,3,1,33.3,4.66,1.55,0.0,0.0,21.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2
FRA-Ligue 1,2223,Paris S-G,Juan Bernat,ESP,"DF,MF",29,1993,18.3,1,7,6,85.7,0.38,0.33,0.14,0.17,11.4,0,0,0,0.9,0.9,0.12,0.1,0.1
FRA-Ligue 1,2223,Paris S-G,Kylian Mbappé,FRA,FW,23,1998,31.3,29,144,73,50.7,4.6,2.33,0.18,0.36,15.9,1,3,5,26.3,22.2,0.15,2.7,3.8
FRA-Ligue 1,2223,Paris S-G,Leandro Paredes,ARG,MF,28,1994,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Paris S-G,Lionel Messi,ARG,"FW,MF",35,1987,31.5,16,129,55,42.6,4.09,1.74,0.12,0.29,18.3,20,0,0,15.5,15.5,0.12,0.5,0.5
FRA-Ligue 1,2223,Paris S-G,Marco Verratti,ITA,MF,29,1992,24.4,0,8,4,50.0,0.33,0.16,0.0,0.0,17.8,0,0,0,0.8,0.8,0.1,-0.8,-0.8
FRA-Ligue 1,2223,Paris S-G,Marquinhos,BRA,DF,28,1994,30.2,2,18,4,22.2,0.6,0.13,0.11,0.5,9.2,0,0,0,2.1,2.1,0.11,-0.1,-0.1
FRA-Ligue 1,2223,Paris S-G,Neymar,BRA,"MF,FW",30,1992,17.2,13,36,18,50.0,2.1,1.05,0.31,0.61,16.8,6,2,2,8.1,6.5,0.18,4.9,4.5
FRA-Ligue 1,2223,Paris S-G,Nordi Mukiele,FRA,DF,24,1997,12.6,0,11,2,18.2,0.87,0.16,0.0,0.0,11.6,0,0,0,1.0,1.0,0.09,-1.0,-1.0
FRA-Ligue 1,2223,Paris S-G,Nuno Mendes,POR,DF,20,2002,17.2,1,10,7,70.0,0.58,0.41,0.1,0.14,13.7,0,0,0,1.0,1.0,0.1,0.0,0.0
FRA-Ligue 1,2223,Paris S-G,Pablo Sarabia,ESP,"FW,MF",30,1992,4.1,0,6,2,33.3,1.46,0.49,0.0,0.0,10.4,0,0,0,1.3,1.3,0.22,-1.3,-1.3
FRA-Ligue 1,2223,Paris S-G,Presnel Kimpembe,FRA,DF,26,1995,8.1,0,4,0,0.0,0.49,0.0,0.0,,6.3,0,0,0,0.7,0.7,0.17,-0.7,-0.7
FRA-Ligue 1,2223,Paris S-G,Renato Sanches,POR,MF,24,1997,8.0,2,14,6,42.9,1.76,0.75,0.14,0.33,17.9,0,0,0,1.1,1.1,0.08,0.9,0.9
FRA-Ligue 1,2223,Paris S-G,Sergio Ramos,ESP,DF,36,1986,30.0,2,19,7,36.8,0.63,0.23,0.11,0.29,14.6,1,0,0,1.7,1.7,0.09,0.3,0.3
FRA-Ligue 1,2223,Paris S-G,Timothee Pembele,FRA,DF,19,2002,2.9,0,3,1,33.3,1.03,0.34,0.0,0.0,16.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
FRA-Ligue 1,2223,Paris S-G,Vitinha,POR,MF,22,2000,27.2,2,31,11,35.5,1.14,0.4,0.06,0.18,20.5,0,0,0,3.0,3.0,0.1,-1.0,-1.0
FRA-Ligue 1,2223,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",16,2006,10.3,2,9,4,44.4,0.87,0.39,0.22,0.5,17.1,0,0,0,1.4,1.4,0.16,0.6,0.6
FRA-Ligue 1,2223,Reims,Alexis Flips,FRA,"FW,MF",22,2000,22.0,4,53,20,37.7,2.41,0.91,0.08,0.2,24.1,9,0,0,3.9,3.9,0.07,0.1,0.1
FRA-Ligue 1,2223,Reims,Andrew Gravillon,GLP,DF,24,1998,11.5,0,8,1,12.5,0.69,0.09,0.0,0.0,18.3,1,0,0,0.8,0.8,0.1,-0.8,-0.8
FRA-Ligue 1,2223,Reims,Arber Zeneli,KVX,"FW,MF",27,1995,11.1,0,31,6,19.4,2.79,0.54,0.0,0.0,20.8,5,0,0,2.1,2.1,0.07,-2.1,-2.1
FRA-Ligue 1,2223,Reims,Azor Matusiwa,NED,MF,24,1998,27.6,0,11,4,36.4,0.4,0.14,0.0,0.0,26.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4
FRA-Ligue 1,2223,Reims,Bradley Locko,FRA,DF,20,2002,11.8,0,5,0,0.0,0.42,0.0,0.0,,22.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,2223,Reims,Check Keita,FRA,DF,19,2003,7.6,0,3,1,33.3,0.4,0.13,0.0,0.0,19.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2
FRA-Ligue 1,2223,Reims,Dion Lopy,SEN,MF,20,2002,15.3,0,18,4,22.2,1.17,0.26,0.0,0.0,23.3,0,0,0,0.9,0.9,0.05,-0.9,-0.9
FRA-Ligue 1,2223,Reims,El Bilal Touré,MLI,FW,20,2001,1.0,0,1,1,100.0,0.99,0.99,0.0,0.0,26.1,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,2223,Reims,Emmanuel Agbadou,CIV,DF,25,1997,26.5,0,22,3,13.6,0.83,0.11,0.0,0.0,15.8,0,0,0,1.7,1.7,0.08,-1.7,-1.7
FRA-Ligue 1,2223,Reims,Fallou Fall,SEN,DF,18,2004,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Reims,Folarin Balogun,USA,FW,21,2001,33.3,21,121,50,41.3,3.63,1.5,0.12,0.3,15.2,2,6,7,26.6,21.0,0.18,-5.6,-6.0
FRA-Ligue 1,2223,Reims,Ibrahim Diakité,GUI,DF,18,2003,1.5,0,1,1,100.0,0.69,0.69,0.0,0.0,7.5,0,0,0,0.2,0.2,0.2,-0.2,-0.2
FRA-Ligue 1,2223,Reims,Jens Cajuste,SWE,MF,22,1999,17.0,3,27,7,25.9,1.59,0.41,0.11,0.43,19.5,0,0,0,1.5,1.5,0.06,1.5,1.5
FRA-Ligue 1,2223,Reims,Junya Ito,JPN,FW,29,1993,32.4,6,42,17,40.5,1.3,0.52,0.14,0.35,15.3,0,0,0,5.7,5.7,0.14,0.3,0.3
FRA-Ligue 1,2223,Reims,Kaj Sierhuis,NED,"FW,MF",24,1998,2.4,0,5,1,20.0,2.06,0.41,0.0,0.0,14.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4
FRA-Ligue 1,2223,Reims,Kamory Doumbia,MLI,MF,19,2003,12.8,2,25,9,36.0,1.95,0.7,0.04,0.11,19.8,0,1,1,3.7,2.9,0.12,-1.7,-1.9
FRA-Ligue 1,2223,Reims,Mamadou Diakhon,FRA,FW,16,2005,0.2,0,1,0,0.0,4.29,0.0,0.0,,18.9,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,2223,Reims,Marshall Munetsi,ZIM,MF,26,1996,30.0,7,68,23,33.8,2.27,0.77,0.1,0.3,16.1,0,0,0,9.4,9.4,0.14,-2.4,-2.4
FRA-Ligue 1,2223,Reims,Martin Adeline,FRA,"MF,FW",18,2003,1.2,0,1,0,0.0,0.84,0.0,0.0,,25.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
FRA-Ligue 1,2223,Reims,Maxime Busi,BEL,DF,22,1999,11.6,0,3,0,0.0,0.26,0.0,0.0,,27.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
FRA-Ligue 1,2223,Reims,Mitchell van Bergen,NED,"FW,DF",22,1999,10.1,0,25,11,44.0,2.49,1.09,0.0,0.0,19.2,0,0,0,2.2,2.2,0.09,-2.2,-2.2
FRA-Ligue 1,2223,Reims,Mo Touré,AUS,"FW,MF",18,2004,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Reims,Myziane Maolida,COM,"MF,FW",23,1999,2.6,1,6,2,33.3,2.33,0.78,0.17,0.5,17.2,0,0,0,0.5,0.5,0.08,0.5,0.5
FRA-Ligue 1,2223,Reims,Nathanael Mbuku,COD,"FW,MF",20,2002,0.7,0,2,0,0.0,2.73,0.0,0.0,,21.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
FRA-Ligue 1,2223,Reims,Noah Holm,NOR,"FW,MF",21,2001,2.2,0,2,0,0.0,0.93,0.0,0.0,,36.7,0,0,0,0.3,0.3,0.16,-0.3,-0.3
FRA-Ligue 1,2223,Reims,Patrick Pentz,AUT,GK,25,1997,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Reims,Rafik Guitane,FRA,FW,23,1999,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Reims,Samuel Koeberlé,FRA,MF,17,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Reims,Thibault De Smet,BEL,DF,24,1998,19.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Reims,Thomas Foket,BEL,DF,27,1994,22.0,0,2,1,50.0,0.09,0.05,0.0,0.0,11.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
FRA-Ligue 1,2223,Reims,Valentin Atangana Edoa,FRA,MF,16,2005,1.9,0,1,0,0.0,0.52,0.0,0.0,,15.5,0,0,0,0.0,0.0,0.04,0.0,0.0
FRA-Ligue 1,2223,Reims,Wout Faes,BEL,DF,24,1998,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Reims,Yehvann Diouf,SEN,GK,22,1999,31.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Reims,Yunis Abdelhamid,MAR,DF,34,1987,37.0,1,32,3,9.4,0.86,0.08,0.03,0.33,15.0,0,0,0,2.4,2.4,0.07,-1.4,-1.4
FRA-Ligue 1,2223,Rennes,Adrien Truffert,FRA,DF,20,2001,21.7,0,10,3,30.0,0.46,0.14,0.0,0.0,21.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6
FRA-Ligue 1,2223,Rennes,Alan Do Marcolino,GAB,FW,20,2002,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Rennes,Amine Gouiri,ALG,"FW,MF",22,2000,28.0,15,74,30,40.5,2.64,1.07,0.2,0.5,13.6,0,0,0,11.1,11.1,0.15,3.9,3.9
FRA-Ligue 1,2223,Rennes,Arnaud Kalimuendo,FRA,FW,20,2002,20.5,7,43,21,48.8,2.09,1.02,0.16,0.33,14.0,0,0,0,7.5,7.5,0.18,-0.5,-0.5
FRA-Ligue 1,2223,Rennes,Arthur Theate,BEL,DF,22,2000,34.7,4,31,10,32.3,0.89,0.29,0.13,0.4,11.9,0,0,0,4.5,4.5,0.15,-0.5,-0.5
FRA-Ligue 1,2223,Rennes,Baptiste Santamaria,FRA,MF,27,1995,20.1,2,19,8,42.1,0.94,0.4,0.11,0.25,23.2,0,0,0,1.1,1.1,0.06,0.9,0.9
FRA-Ligue 1,2223,Rennes,Benjamin Bourigeaud,FRA,"MF,FW",28,1994,34.1,7,71,19,26.8,2.08,0.56,0.07,0.26,20.0,10,2,2,8.7,7.1,0.1,-1.7,-2.1
FRA-Ligue 1,2223,Rennes,Birger Meling,NOR,DF,27,1994,13.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Rennes,Christopher Wooh,CMR,DF,20,2001,11.2,0,5,0,0.0,0.45,0.0,0.0,,8.9,0,0,0,0.7,0.7,0.13,-0.7,-0.7
FRA-Ligue 1,2223,Rennes,Djed Spence,ENG,DF,21,2000,6.4,0,3,1,33.3,0.47,0.16,0.0,0.0,14.0,0,0,0,0.4,0.4,0.12,-0.4,-0.4
FRA-Ligue 1,2223,Rennes,Doğan Alemdar,TUR,GK,19,2002,4.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Rennes,Désiré Doué,FRA,"MF,FW",17,2005,12.4,3,21,6,28.6,1.7,0.48,0.14,0.5,21.0,0,0,0,1.6,1.6,0.07,1.4,1.4
FRA-Ligue 1,2223,Rennes,Flavien Tait,FRA,MF,29,1993,18.7,2,25,6,24.0,1.34,0.32,0.08,0.33,18.4,0,0,0,2.3,2.3,0.09,-0.3,-0.3
FRA-Ligue 1,2223,Rennes,Gaëtan Laborde,FRA,FW,28,1994,2.8,2,11,6,54.5,3.98,2.17,0.18,0.33,13.2,0,0,0,1.7,1.7,0.16,0.3,0.3
FRA-Ligue 1,2223,Rennes,Guela Doué,CIV,"FW,MF",19,2002,0.1,0,1,0,0.0,7.5,0.0,0.0,,31.4,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,2223,Rennes,Hamari Traoré,MLI,DF,30,1992,28.1,1,30,9,30.0,1.07,0.32,0.03,0.11,15.5,0,0,0,1.9,1.9,0.06,-0.9,-0.9
FRA-Ligue 1,2223,Rennes,Ibrahim Salah,MAR,"FW,MF",20,2001,2.5,0,6,2,33.3,2.38,0.79,0.0,0.0,20.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
FRA-Ligue 1,2223,Rennes,Jeanuël Belocian,FRA,DF,17,2005,5.6,0,1,0,0.0,0.18,0.0,0.0,,19.3,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,2223,Rennes,Jeremy Doku,BEL,"MF,FW",20,2002,14.3,6,26,12,46.2,1.81,0.84,0.23,0.5,15.7,0,0,0,2.7,2.7,0.1,3.3,3.3
FRA-Ligue 1,2223,Rennes,Joe Rodon,WAL,DF,24,1997,15.7,1,7,2,28.6,0.44,0.13,0.14,0.5,6.9,0,0,0,0.9,0.9,0.13,0.1,0.1
FRA-Ligue 1,2223,Rennes,Kamaldeen Sulemana,GHA,"FW,MF",20,2002,3.6,1,13,3,23.1,3.59,0.83,0.08,0.33,17.6,0,0,0,1.4,1.4,0.11,-0.4,-0.4
FRA-Ligue 1,2223,Rennes,Karl Toko Ekambi,CMR,"FW,MF",29,1992,10.8,3,22,7,31.8,2.04,0.65,0.14,0.43,13.4,0,0,0,3.6,3.6,0.16,-0.6,-0.6
FRA-Ligue 1,2223,Rennes,Lesley Ugochukwu,FRA,MF,18,2004,14.8,0,6,1,16.7,0.41,0.07,0.0,0.0,18.4,0,0,0,0.9,0.9,0.15,-0.9,-0.9
FRA-Ligue 1,2223,Rennes,Lorenz Assignon,TOG,DF,22,2000,2.9,0,3,1,33.3,1.03,0.34,0.0,0.0,14.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3
FRA-Ligue 1,2223,Rennes,Lovro Majer,CRO,"MF,FW",24,1998,18.5,2,33,11,33.3,1.78,0.59,0.03,0.09,20.4,5,1,1,3.3,2.5,0.08,-1.3,-1.5
FRA-Ligue 1,2223,Rennes,Loïc Bade,FRA,DF,22,2000,1.0,0,2,0,0.0,2.0,0.0,0.0,,8.7,0,0,0,0.2,0.2,0.1,-0.2,-0.2
FRA-Ligue 1,2223,Rennes,Martin Terrier,FRA,"FW,MF",25,1997,14.7,9,47,27,57.4,3.21,1.84,0.19,0.33,15.2,0,0,0,5.6,5.6,0.12,3.4,3.4
FRA-Ligue 1,2223,Rennes,Matthis Abline,FRA,"FW,MF",19,2003,1.2,1,6,2,33.3,5.05,1.68,0.17,0.5,12.2,0,0,0,0.8,0.8,0.13,0.2,0.2
FRA-Ligue 1,2223,Rennes,Serhou Guirassy,GUI,MF,26,1996,0.3,0,2,1,50.0,7.83,3.91,0.0,0.0,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
FRA-Ligue 1,2223,Rennes,Steve Mandanda,FRA,GK,37,1985,33.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Rennes,Warmed Omari,COM,DF,22,2000,15.1,0,3,1,33.3,0.2,0.07,0.0,0.0,7.1,0,0,0,0.6,0.6,0.19,-0.6,-0.6
FRA-Ligue 1,2223,Rennes,Xeka,POR,MF,27,1994,6.1,0,5,0,0.0,0.82,0.0,0.0,,22.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
FRA-Ligue 1,2223,Strasbourg,Adrien Thomasson,FRA,MF,28,1993,10.4,0,17,5,29.4,1.63,0.48,0.0,0.0,12.1,0,0,0,1.5,1.5,0.09,-1.5,-1.5
FRA-Ligue 1,2223,Strasbourg,Alexander Djiku,GHA,DF,27,1994,29.7,1,17,5,29.4,0.57,0.17,0.06,0.2,14.4,1,0,0,1.4,1.4,0.08,-0.4,-0.4
FRA-Ligue 1,2223,Strasbourg,Colin Dagba,FRA,"DF,MF",23,1998,10.6,0,5,0,0.0,0.47,0.0,0.0,,16.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4
FRA-Ligue 1,2223,Strasbourg,Dany Jean,HAI,"DF,MF",19,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Strasbourg,Dimitri Liénard,FRA,"DF,MF",34,1988,17.1,0,13,2,15.4,0.76,0.12,0.0,0.0,21.8,2,0,0,0.6,0.6,0.04,-0.6,-0.6
FRA-Ligue 1,2223,Strasbourg,Eduard Sobol,UKR,DF,27,1995,9.7,0,5,0,0.0,0.52,0.0,0.0,,26.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
FRA-Ligue 1,2223,Strasbourg,Franci Bouebari,FRA,DF,18,2003,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Strasbourg,Frederic Guilbert,FRA,DF,27,1994,16.2,0,12,1,8.3,0.74,0.06,0.0,0.0,26.3,3,0,0,0.6,0.6,0.05,-0.6,-0.6
FRA-Ligue 1,2223,Strasbourg,Gerzino Nyamsi,FRA,DF,25,1997,17.5,1,14,7,50.0,0.8,0.4,0.07,0.14,10.8,0,0,0,1.5,1.5,0.11,-0.5,-0.5
FRA-Ligue 1,2223,Strasbourg,Habib Diallo,SEN,FW,27,1995,32.0,20,90,36,40.0,2.81,1.13,0.19,0.47,13.0,1,3,4,17.7,14.5,0.17,2.3,2.5
FRA-Ligue 1,2223,Strasbourg,Habib Diarra,SEN,"MF,FW",18,2004,18.1,3,23,9,39.1,1.27,0.5,0.13,0.33,20.1,0,0,0,1.8,1.8,0.08,1.2,1.2
FRA-Ligue 1,2223,Strasbourg,Ibrahima Sissoko,MLI,MF,24,1997,14.6,0,13,3,23.1,0.89,0.21,0.0,0.0,18.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7
FRA-Ligue 1,2223,Strasbourg,Ismaël Doukouré,FRA,"DF,MF",19,2003,25.5,1,9,2,22.2,0.35,0.08,0.11,0.5,25.4,0,0,0,0.3,0.3,0.03,0.7,0.7
FRA-Ligue 1,2223,Strasbourg,Jean-Eudes Aholou,CIV,MF,28,1994,14.4,3,21,8,38.1,1.45,0.55,0.14,0.38,25.0,0,0,0,1.2,1.2,0.06,1.8,1.8
FRA-Ligue 1,2223,Strasbourg,Jean-Ricner Bellegarde,HAI,"MF,FW",24,1998,26.9,2,38,13,34.2,1.41,0.48,0.05,0.15,22.2,11,0,0,2.5,2.5,0.07,-0.5,-0.5
FRA-Ligue 1,2223,Strasbourg,Karol Fila,POL,DF,24,1998,0.5,0,1,0,0.0,1.91,0.0,0.0,,20.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
FRA-Ligue 1,2223,Strasbourg,Kévin Gameiro,FRA,FW,35,1987,23.3,10,44,22,50.0,1.89,0.94,0.2,0.41,13.0,0,1,2,8.2,6.5,0.15,1.8,2.5
FRA-Ligue 1,2223,Strasbourg,Lebo Mothiba,RSA,"FW,MF",26,1996,4.8,3,9,4,44.4,1.86,0.83,0.33,0.75,13.0,0,0,0,1.1,1.1,0.12,1.9,1.9
FRA-Ligue 1,2223,Strasbourg,Lucas Perrin,FRA,DF,23,1998,19.6,0,7,4,57.1,0.36,0.2,0.0,0.0,11.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5
FRA-Ligue 1,2223,Strasbourg,Ludovic Ajorque,FRA,FW,28,1994,8.6,1,22,7,31.8,2.57,0.82,0.0,0.0,15.1,1,1,1,3.3,2.5,0.11,-2.3,-2.5
FRA-Ligue 1,2223,Strasbourg,Marvin Senaya,TOG,DF,21,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Strasbourg,Matz Sels,BEL,GK,30,1992,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Strasbourg,Maxime Le Marchand,FRA,DF,32,1989,22.4,0,8,0,0.0,0.36,0.0,0.0,,19.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6
FRA-Ligue 1,2223,Strasbourg,Morgan Sanson,FRA,MF,27,1994,15.8,1,32,8,25.0,2.03,0.51,0.03,0.13,19.7,1,0,0,3.1,3.1,0.1,-2.1,-2.1
FRA-Ligue 1,2223,Strasbourg,Nordine Kandil,FRA,"MF,FW",20,2001,1.1,0,3,0,0.0,2.67,0.0,0.0,,19.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
FRA-Ligue 1,2223,Strasbourg,Ronaël Pierre-Gabriel,FRA,DF,24,1998,7.3,0,3,2,66.7,0.41,0.28,0.0,0.0,14.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2
FRA-Ligue 1,2223,Strasbourg,Sanjin Prcić,BIH,MF,28,1993,18.1,1,28,7,25.0,1.54,0.39,0.04,0.14,26.0,1,0,0,1.2,1.2,0.04,-0.2,-0.2
FRA-Ligue 1,2223,Strasbourg,Thomas Delaine,FRA,"DF,MF",30,1992,11.9,0,6,4,66.7,0.51,0.34,0.0,0.0,18.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4
FRA-Ligue 1,2223,Strasbourg,Yuito Suzuki,JPN,"FW,MF",20,2001,0.4,1,2,1,50.0,5.0,2.5,0.5,1.0,13.0,0,0,0,0.1,0.1,0.07,0.9,0.9
FRA-Ligue 1,2223,Toulouse,Ado Onaiwu,JPN,FW,26,1995,12.0,2,19,4,21.1,1.58,0.33,0.11,0.5,17.2,0,0,0,1.6,1.6,0.09,0.4,0.4
FRA-Ligue 1,2223,Toulouse,Anthony Rouault,FRA,DF,21,2001,36.8,2,19,10,52.6,0.52,0.27,0.11,0.2,9.0,0,0,0,3.3,3.3,0.17,-1.3,-1.3
FRA-Ligue 1,2223,Toulouse,Branco van den Boomen,NED,MF,27,1995,32.1,5,48,20,41.7,1.5,0.62,0.02,0.05,25.1,16,4,4,6.0,2.9,0.06,-1.0,-1.9
FRA-Ligue 1,2223,Toulouse,Brecht Dejaegere,BEL,MF,31,1991,20.1,4,23,7,30.4,1.14,0.35,0.17,0.57,14.6,0,0,0,2.6,2.6,0.11,1.4,1.4
FRA-Ligue 1,2223,Toulouse,Christian Mawissa,FRA,DF,17,2005,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Toulouse,Denis Genreau,AUS,MF,23,1999,7.3,0,7,2,28.6,0.96,0.27,0.0,0.0,16.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6
FRA-Ligue 1,2223,Toulouse,Fares Chaïbi,ALG,"FW,MF",19,2002,26.0,5,63,25,39.7,2.42,0.96,0.08,0.2,16.8,2,0,0,5.9,5.9,0.09,-0.9,-0.9
